File Info,,,,,,,VMAF,,,,,,,,,PSNR,,,,SSIM,,,
Index,Source,Output,Encode FPS,Bitrate,Bitrate (kbps),,Mean,1% Low,0.1% Low,Min,Harmonic Mean,Mean Diff,Bitrate/Quality,Bitrate/Quality (H),,Median,1% Low,0.1% Low,Min,Median,1% Low,0.1% Low,Min
70600,degrain,h264_qsv_v6_q,86.83,28360377,28360.377,,97.66,93.02,92.32,91.91,97.62,0.04%,290.41,290.51,,44.04,41.80,41.43,41.36,0.979,0.968,0.967,0.966
70610,degrain,h264_qsv_v6_q to h264_degrain,16.45,9990289,9990.289,,92.94,86.56,84.73,83.64,92.84,0.10%,107.49,107.60,,40.46,37.08,36.59,36.48,0.954,0.936,0.932,0.931
70611,degrain,h264_qsv_v6_q to h265_degrain,7.27,9858685,9858.685,,94.18,88.06,85.96,84.68,94.10,0.09%,104.68,104.77,,40.95,38.24,37.76,37.51,0.958,0.941,0.938,0.937
70612,degrain,h264_qsv_v6_q to h264_nvenc_degrain,22.58,12657438,12657.438,,95.04,89.62,87.41,84.72,94.97,0.07%,133.18,133.28,,40.86,37.96,37.05,36.16,0.956,0.926,0.921,0.919
70613,degrain,h264_qsv_v6_q to h265_nvenc_degrain,22.96,9603372,9603.372,,94.68,89.03,87.14,82.93,94.61,0.08%,101.43,101.51,,40.60,37.22,36.42,35.72,0.953,0.925,0.920,0.919
70615,degrain,h264_qsv_v6_q to h264_qsv_v6_q_degrain,15.20,23435940,23435.94,,95.82,89.93,88.86,87.32,95.74,0.08%,244.59,244.78,,42.07,39.57,39.15,39.04,0.968,0.950,0.948,0.946
70616,degrain,h264_qsv_v6_q to h265_qsv_v6_q_degrain,15.53,9179340,9179.34,,92.28,85.54,83.85,82.70,92.17,0.12%,99.47,99.60,,40.12,37.13,36.63,36.47,0.950,0.923,0.919,0.916
70700,degrain,h265_qsv_v6_q,77.53,11417943,11417.943,,93.63,87.33,85.27,84.02,93.54,0.10%,121.95,122.07,,40.81,38.02,37.56,37.24,0.959,0.936,0.931,0.929
70710,degrain,h265_qsv_v6_q to h264_degrain,15.95,7604424,7604.424,,90.57,83.81,82.36,81.39,90.46,0.12%,83.97,84.07,,39.58,36.35,35.79,35.59,0.944,0.915,0.910,0.907
70711,degrain,h265_qsv_v6_q to h265_degrain,7.75,7663699,7663.699,,91.34,84.67,82.53,81.49,91.24,0.12%,83.90,84.00,,39.87,36.82,36.31,36.04,0.947,0.919,0.913,0.911
70712,degrain,h265_qsv_v6_q to h264_nvenc_degrain,22.04,11512545,11512.545,,92.45,86.20,84.21,83.21,92.35,0.10%,124.53,124.66,,39.91,36.92,36.29,35.51,0.946,0.911,0.906,0.904
70713,degrain,h265_qsv_v6_q to h265_nvenc_degrain,23.08,9565861,9565.861,,92.31,85.98,84.15,83.39,92.21,0.11%,103.63,103.74,,39.96,36.46,35.69,35.22,0.947,0.913,0.909,0.908
70715,degrain,h265_qsv_v6_q to h264_qsv_v6_q_degrain,14.62,16462843,16462.843,,92.41,85.95,84.40,83.70,92.31,0.12%,178.14,178.35,,40.17,37.33,36.84,36.53,0.951,0.923,0.919,0.917
70716,degrain,h265_qsv_v6_q to h265_qsv_v6_q_degrain,14.92,8128787,8128.787,,90.10,83.24,81.64,80.74,89.97,0.14%,90.22,90.35,,39.50,36.40,35.79,35.38,0.945,0.912,0.907,0.905
71000,degrain,h264_degrain,16.45,12388456,12388.456,,94.05,88.13,85.64,84.74,93.97,0.09%,131.72,131.83,,41.32,37.78,37.46,37.36,0.963,0.951,0.949,0.949
71001,degrain,h264_degrain to h264,72.68,10208572,10208.572,,91.81,85.41,82.99,82.01,91.71,0.11%,111.19,111.32,,40.10,36.87,36.53,36.44,0.951,0.934,0.932,0.930
71002,degrain,h264_degrain to h265,10.34,9695586,9695.586,,92.09,85.59,83.12,82.47,91.99,0.11%,105.28,105.40,,40.21,36.88,36.55,36.44,0.952,0.933,0.932,0.931
71003,degrain,h264_degrain to h264_nvenc,247.90,12276919,12276.919,,92.83,86.82,85.01,84.60,92.74,0.09%,132.25,132.38,,40.09,36.89,36.41,36.05,0.950,0.923,0.918,0.914
71004,degrain,h264_degrain to h265_nvenc,180.58,9603664,9603.664,,92.75,86.41,84.38,82.95,92.66,0.10%,103.55,103.65,,40.06,36.34,35.85,35.26,0.949,0.923,0.919,0.918
71006,degrain,h264_degrain to h264_qsv_v6_q,91.60,20589441,20589.441,,93.40,87.48,85.48,84.97,93.31,0.09%,220.45,220.65,,40.62,37.41,36.99,36.88,0.956,0.939,0.937,0.936
71007,degrain,h264_degrain to h265_qsv_v6_q,77.21,8647240,8647.24,,90.88,84.59,82.56,81.75,90.78,0.11%,95.15,95.25,,39.68,36.47,35.97,35.83,0.945,0.922,0.918,0.916
71010,degrain,h264_degrain to h264_degrain,16.31,9402749,9402.749,,91.65,85.33,83.46,82.52,91.55,0.11%,102.60,102.71,,39.78,36.79,36.44,36.34,0.949,0.931,0.929,0.928
71011,degrain,h264_degrain to h265_degrain,7.52,9016254,9016.254,,91.97,85.56,83.36,82.26,91.87,0.11%,98.03,98.14,,39.89,36.79,36.45,36.35,0.951,0.931,0.930,0.929
71012,degrain,h264_degrain to h264_nvenc_degrain,22.87,11977765,11977.765,,92.73,86.82,85.36,84.84,92.64,0.09%,129.17,129.29,,39.81,36.83,36.33,35.98,0.949,0.922,0.918,0.916
71013,degrain,h264_degrain to h265_nvenc_degrain,21.95,9586966,9586.966,,92.71,86.40,85.07,84.49,92.62,0.10%,103.41,103.51,,39.77,36.30,35.86,35.51,0.948,0.922,0.919,0.918
